Title,initial
"If $f(x) = g(x)$ and $f'(x)=g'(x)$ does $f^{(n)}(x) = g^{(n)}(x)$ for all n?","2014"
"Show that $f$ is differentiable on $(−1, 1)$.","2012"
"for which values an Ellipsoid cut the axis","2016"
"Find integral using the divergence theorem","2014"
"Prove: $\lim _{x \to \infty}\sum_{1}^{\infty}\frac{x^2}{1+n^2x^2}=\sum_{1}^{\infty}\frac{1}{n^2}$","2012"
"Cauchy sequence in the Euclidean and Infinity metric","2014"
"Determine the sum of the series","2012"
"Need assistance with a triple integral convertion","2012"
"$f$ has a local maximum value at every point in $(a,b)$. Show that $f$ is constant.","2016"
"Derivative and limit question","2012"
"Surface area of a cylinder","2012"
"Limit and mean value theorem","2012"
"Determine the point of intersection between $f(x) = x^2$ and its normal in the point $(a, a^2)$","2016"
"How to compute such a limit?","2016"
"Determine the Volume of Gabriel's horn with a lodged sphere","2012"
"If $f$ is an even function, and $f$ is differentiable at $x=0$, prove that $f'(0)=0$?","2012"
"Example of function $f $, that is differentiable at $0$, and has inverse function $g$ , that has jump discontinuity at $g(f(0))$?","2012"
"Trying to construct a function to 'Distribute the Integral'","2012"
"Is it possible to find two differentiable functions $f$ and $g$ and $g$ for which $x = f(x)g(x)$ and $f(0) = g(0) = 0$","2016"
"Related Rates - Calculus","2015"
"Related Rates - Finding dx/dt","2015"
"Related Rates - Moving Particle","2015"
"Quick reminder about asymptotes of piecewise functions","2015"
"surface area of $y = e^{-x}, x \geq 1$, about $x$-axis","2014"
"Comparing $\cos^2(t)+\sin^2(t)=1$ with $\cosh^2(t)-\sinh^2(t)=1$","2016"
"New to derivation can someone explain the rule for finding the $f'(x)$ given this specific $f(x)$ function","2014"
"Computing $\int\frac{x^{e-1}+e^{x-1}}{x^e+e^x+e^e}dx$","2015"
"Calculus problem with negative infinity","2013"
"Orthogonality of Functions in Function Space","2014"
"Proving $e^{-x}+\cos x=c$ has a solution in $[0,\infty)$","2015"
"How could this equality possibly equal and choosing epsilons?","2012"
"Convergence of ratio of alternating partial sums","2015"
"What is $\mathop {\lim }\limits_{x \to 0} \frac{{\tan 2x + \tan 4x - \tan 6x}}{{{x^3}}}$? .","2016"
"Integrate $x^2 e^{-x^2/2}$","2016"
"Problem of limit of power function","2012"
"Help with this problem","2014"
"Orthonormal Basis Proofs","2015"
"Vector velocity and acceleration proof","2015"
"Proving $f:\Bbb R\rightarrow \Bbb R$ is onto where $f(x)=\frac{x^3}{x^2+1}$","2016"
"further simplify integral trigonometric identites","2015"
"Using the Intermediate Value Theorem and Rolle's theorem to determine number of roots","2013"
"Question about singularities and path integrals","2012"
"What is the maximum length continuity of function $f$?","2016"
"Maximizing the $x$ value given a $y^2$ in equation","2015"
"Continuity of a function","2012"
"Differentiability implying continuity","2012"
"Prove that $\int_0^{\infty}\left(\frac{\log (1+x)}{x}\right)^2dx$ converges.","2013"
"finding whether this sequence converges","2016"
"Finding the limit of a function with a trigonometric exponent","2012"
"How find this equation $\prod\left(x+\frac{1}{2x}-1\right)=\prod\left(1-\frac{zx}{y}\right)$","2013"
"Limit Is Unique-Proof Understanding","2015"
"For what values of $n$ does every tangent line to the graph $y=x^n$ intersect the graph exactly once?","2016"
"Easy question about convergence in mean","2012"
"problem with  continuous functions","2012"
"Why $xy+yz+xz=1$ is two-sheeted hyperboloid?","2016"
"Show that if $f'$ is strictly increasing, then every tangent line to the graph $y = f(x)$ intersects it exactly once","2016"
"Given $f'(x)=(2x/2\sqrt{x^2+2})-3$, what are the critical points?","2012"
"Integral for an inverse with no closed-form solution","2012"
"$\frac{dy}{dx}$, $\frac{d^{2}y}{dx^{2}}$, is there $\frac{d^{1.5}y}{dx^{1.5}}$?","2012"
"Coefficient of x^50 in the cube of a summation","2013"
"Using the fact that sin and cos are bounded to show divergence","2016"
"Fundamental period of piecewise defined function.","2016"
"If $\nabla f({x_0},{y_0}) = 0$then Can we say that differentiability in $(x_0,y_0)$ is lost?","2016"
"How is $a_n=(1+1/n)^n$ monotonically increasing and bounded by $3$?","2013"
"Approximation of sum of products of exponentials","2013"
"How to prove $\frac{1}{2}f''(\xi) = \frac{f(a)}{(a-b)(a-c)}+\frac{f(b)}{(b-a)(b-c)}+\frac{f(c)}{(c-a)(c-b)}$","2012"
"Prove that $a-b=b-a\Rightarrow a=b$ without using properties of multiplication.","2016"
"convergence of a tower power","2015"
"Related Rates: If the sun rises at a rate of...how fast is the shadow shortening?","2014"
"nth derivative of a finite amount of composite functions","2014"
"Function which is continuous everywhere in its domain, but differentiable only at one point","2012"
"How to maximize profit in this equation?","2012"
"Find the domain of $x^{2/3}$","2012"
"Homework question about future value of a given income stream.","2012"
"proof using MVT and possibly CMVT","2012"
"Limit of Product of Two Functions","2014"
"Calculation of no. of real solution of $ x^{x^{2015}} = 2015.$","2015"
"Critical values of $g(\theta) = 8\theta - 2\tan(\theta)$","2012"
"Help proving that a function has an interior optimum on a closed interval.","2012"
"Convergence of $\int_{0}^{+\infty}f(x)dx$","2012"
"Finding unknown when $0/0$","2013"
"Find the exact value of $t$ that maximizes $\int_{t}^{t+1}\sin e^x \ dx$","2014"
"Particle Acceleration","2014"
"Prove that if $f(x) = \displaystyle\int_{0}^x f(t) dt$, then $f(x) = 0$","2016"
"Is $b|x|(\sin|x^2+x|)$ differentiable? $b$ can have any real value","2016"
"How to evaluate $\int \sqrt{x^3+x^4} dx$","2014"
"Spherical coordinates for cylindric domain...","2015"
"Prove that $\lim _{x \to \infty} x\sin x$ doesn't exist (using delta epsilon).","2013"
"True or False: Between 2 sequential roots of $f'(x)$ there is at most one root for $f(x)$","2012"
"Spherical balloon inflating","2015"
"Evaluation of $\int\frac{1}{\sin^2 x+\sin x+1}dx$","2015"
"inverse laplace transform of polygamma function","2015"
"Can someone please explain $e$ in layman's term?","2013"
"Evaluation of a series","2013"
"Washer Method about a Vertical Line question","2016"
"What is the product of $\frac{a}{b}\left(\frac{a}{b}-1\right)\left(\frac{a}{b}-2\right)\cdots\left(\frac{a}{b}-(n-1)\right)$?","2015"
"«The only place where $f(\left| z \right|)$ might fail to have a derivative is the origin»","2016"
"Finding the half-life of a decaying element.","2015"
"Prove that $\left| \int_1^{\sqrt{3}}\frac{e^{-x}\sin x}{x^2+1}\right|\le \frac{\pi}{12e}$","2013"
"Test for convergence of $\int_0^{\infty}\frac{e^{-x}}{\sqrt{x\log (1+x)}}dx$","2013"
"How prove this $P_{n}(x)=\frac{1}{\pi}\int_{0}^{\pi}\frac{dt}{(x-\sqrt{x^2-1}\cos{t})^n}dt$","2014"
"Mutual recursive derived functions","2012"
"How many critical points?","2012"
"How to Prove That $\displaystyle \lim_{t \to 0^+}\; e^{- \frac{1}{t}} = 0$?","2012"
"Simple Partial Fractions Question","2012"
"Continuous function from the unit interval into the unit interval has a fixed point","2013"
"Does the integral $\int_{1}^{\infty} \sin(x\log x) \,\mathrm{d}x$ converge?","2014"
"Series of functions- Where's my mistake? Two methods- different conclusion.","2012"
"why $\arctan(nx)$ doesn't converge uniformly?","2012"
"Fundamental theorem of calculus with a piece wise function","2014"
"Troubles with an integral","2013"
"Is there a branch of math that allows us to rewrite variables?","2012"
"Binomial expansion inequality for (1+x) versus n(n-1)/2","2014"
"series involving $(-1)^k$","2012"
"Why does $\int_{0}^{0.5}\frac{1}{x^2-0.1}$ does't converge and $\int_{0}^{0.5}\frac{1}{x^2-0.3}$ does?","2012"
"Find points on curve $y = (x^2 - 1)^3 / (x^2 + 1)^3$ when slope of tangent line is zero?","2013"
"Solve for $x: 2/\sqrt{2-x^2} = 4- 2x^2?$","2013"
"Uniform continuity allows pushing limit inside integral?","2012"
"Use the divergent theorem to verify the volume of a circular cone","2014"
"finding recursive formula and show it converges to a limit","2016"
"The Archimedean property of the real-number system: completeness axiom","2015"
"Is the optimal solution to this problem to row straight to the store?","2012"
"$f \geq 0$ continuous, $\lim_{x \to \infty} f(x)$ exists, $\int_{0}^{\infty}f(x)dx< \infty$, Prove: $\int_{0}^{\infty}f^2(x)dx< \infty$","2012"
"What's the derivative of $f(x)^{g(x)}$?","2012"
"Johns Garage.. Expected change in profit?","2015"
"Antiderivative of $e^{x^3}$","2016"
"Derivatives of logarithmic functions and the chain rule.","2012"
"Checking to make sure I understand the English in this math problem.","2012"
"Minimizing a functional definite integral","2012"
"The integral of a probability mass function","2012"
"Very basic continuity question","2012"
"Find the maximal domain and range of $f(x) = \ln(x^2 - 7)$","2012"
"Why does $\int_{0}^{\infty}\frac{dx}{1+(x \sin x)^2}$ diverge?","2012"
"Does $\sum_{n=1}^{\infty}\frac{(-1)^{n-1}x^2}{(1+x^2)^n}$ uniformly converge?","2012"
"Solving the terminal velocity equation with a initial velocity.","2012"
"How to find derivative of $[1-F(v)]^{n}$ and $1-[1-F(v)]^{n}$?","2012"
"Show that $e^x > x^t$ where $x > 0$ and $t < e$","2012"
"Series sum is approximately $b\log n$ implies the terms are approximately $b/n$?","2012"
"Prove that $\varlimsup _{n\rightarrow \infty}(u_n)^{\frac{1}{n}}=1$ where $u_{n+1}=\frac{2u_n^3+2u_n^2+u_n}{2u_n^2+3u_n+1}$ and $u_0=1$.","2012"
"Help in finding moments of inertia in planar laminas","2012"
"Tangent line with a slope of 1 to $x^2+2y^2=1$","2012"
"Could someone confirm what I did here in this integration?","2012"
"Integral versus a sum for an expression that sums to one","2012"
"Proving the a set $L \subset \mathbb{N}$ is not bounded in $\mathbb{R}$","2012"
"Steps for calculating tangent line of a function","2012"
"Find the largest positive value of $x$ at which the curve $y = (2x + 7)^6 (x - 2)^5$ has a horizontal tangent line.","2012"
"Proving $\sup(A+B)=\sup(A)+\sup(B)$","2012"
"Proving that $\{ (-2)^n : n \in \mathbb{N} \}$ is unbounded","2012"
"I want to prove the following limit $\lim_{x\rightarrow 0} \frac{\sin x}{x^{2}}=\infty$ using the definition of limit.","2012"
"Absolute maximum value of $\sin^2(x)-\sin(x)$ in $[0,\frac{3\pi}{2}]$","2012"
"Approximate an Integral using Taylor Expansion","2012"
"proving a function has a unique stationary point","2015"
"Integral is area under the graph","2015"
"What are some functions where the derivative is (non-trivially) easier to compute than the original?","2015"
"Mean value theorem question.","2016"
"Solving $\lim_{x\to0}\frac{x}{\sqrt{1-3x}-1}$ without L'Hopital","2015"
"Tangent of passing through a point outside the curve","2013"
"Polar coordinates in simple integral","2012"
"If the absolute value of an analytic function $f$ is a constant, must $f$ be a constant?","2012"
"Assignment: Find $a$ and $b$ such that a piecewise function is continuous","2013"
"Evaluate limits of trigonometric equation","2015"
"Compositions of functions and inverses","2012"
"Proving a bounded function is integrable","2012"
"Related Rate Question: Water is leaking out of an inverted conical tank at a rate of 9,500 cm3/min","2015"
"Triple integral - finding boundaries","2012"
"Proof that $ f'(x)=0 $ has $n-1$ roots","2014"
"Does the $\sum_{n=1}^{\infty} 1/(x^2+n^2)$ converge to a function with a continuous derivative?","2014"
"Mean value theorem trick question","2015"
"Maximising a cone","2015"
"Is integration/differentiation an inverse relation?","2014"
"to find the ration of lenght n wide in term of k","2014"
"$\lim_{ (x,y)\to(0,0)} f(x, y)$ exists along all parabolas that contain the origin.","2012"
"Uniform continuity of the Weierstrass function","2012"
"Try to prove $\lim_{n \to \infty}n(\ln 2-A_n) = \frac{1}{4}$","2012"
"Is using L'Hospital's Rule to prove $\lim \limits_{x \to 0} \sin{x}/x$ circular?","2012"
"Estimating Residues in McLauren's Polynomial","2012"
"How to evaluate $\int_0^{2\pi} \frac{d\theta}{A+B\cos\theta}$?","2012"
"Exchanging Limits of Functions/Limits of Sequences","2012"
"Question about the sign function $\operatorname{sgn}(x)$","2012"
"When a line is not in the domain of a function.","2012"
"L'Hospital Rule With Exponents - $ \tan x/x $","2012"
"If $\int_a^b f(x)\,dx > 1$, then is there a $c$ such that $\int_a^c f(x)\, dx = 1$?","2012"
"Prove: $\frac{2}{3\pi} \leq \int_{2\pi}^{3\pi}\frac{\sin x}{x}\;dx \leq \frac{1}{\pi}$","2012"
"Finding limits algebraically","2012"
"Solid of Revolution Problem (Washer and Shell Method)","2012"
"Find $\lim\limits_{t\to 0^+} \int_0^{\infty} \frac{t f(x)}{t^2+x^2} dx$","2012"
"Faa di Bruno coefficients","2012"
"Definition of a derivative of sine squared x.","2012"
"Proving number of roots of a function using Rolle's theorem","2012"
"Proving Mean Value Theorem with Rolle's Theorem?","2012"
"Find $\frac{\partial p}{\partial t}$ in terms of $p$","2012"
"Can we define the non-integer derivation of a function?","2012"
"composition of two functions","2012"
"Prove $F(x)=\frac{1}{x}\int_0^xf(t)$ is convex","2012"
"Direction vector","2012"
"Using Lagrange multipliers to find the extrema of a function subject to contraints","2012"
"Calculus of variations question with constraints","2012"
"Conditional convergence of $\int_{0}^{\infty}(-1)^{[ x^2]}dx$","2012"
"How can I solve this? Can derivatives be used to solve this?","2015"
"find $\lim _{t \to \infty}t^3 \left(1-\{f'(t)\}^2 \right)=?$","2016"
"Exponetial Growth and Decay Question: the Chemical Reaction $N_2\ O_5\rightarrow 2NO_2+\frac{1}{2}O_2$","2015"
"Limit of $\left(\frac{n^{2}+8n-1}{n^{2}-4n-5}\right)^{n}$, is the following true?","2012"
"How to solve this question related to Definite Integration","2012"
"An integral similar to binomial formula?","2012"
"Streamline question","2012"
"Alternative Definition of Limit","2012"
"Why does Newton's method approximate $\sqrt{z}$ to be $z - \frac{z^2 - x}{2z}$?","2012"
"Simple integral help","2012"
"Does carrying capacity have the ability to act at a distance?","2012"
"Asymptotic qualities but in three dimentions","2012"
"Zeta question - prime zeta. Basic calculus","2013"
"Calculus III Tricky question! (I think so :) )","2013"
"Limit of multiple variables function","2015"
"Evaluation of $\displaystyle \int_{0}^{1}\left(1-x^3+x^5-x^8+x^{10}-x^{13}+\ldots\right)dx$","2015"
"Motivation for a particular integration substitution","2012"
