recent,Title,initial
"2014","Two locally linearly dependent operators are linearly dependent","2014"
"2014","Is this set a subspace of $\mathbb{R}^4$?","2014"
"2014","Matrices with Operator Norm $\leq 1$","2014"
"2014","A basis of a subspace is subset of a basis of the whole space","2014"
"2012","Set of all points in 3 space?","2012"
"2013","Parabolic bowl plane?","2012"
"2012","Orthogonal Basis","2012"
"2015","Computing matrix norms, 2 -norms and infinity -norms","2015"
"2014","establish the identity $\|u+v\|^2+\|u-v\|^2=2\|u\|^2+2\|v\|^2$ for $u$, $v \in \mathbb R^n$","2014"
"2014","Complex projections order in inner product","2014"
"2013","Prove: $T \in L(V, V)$ then $ \exists S \in L(V,V)$ such that $ST = 0 \iff T$ is not onto","2012"
"2014","Is it possible to uniquely solve $\mathbf{A}\vec{x}=\vec{b}$ for $\mathbf{A}$ (given $\vec{b}$ and $\vec{x}$)?","2014"
"2014","Show that $x\perp y$ for $x,y\neq 0$ implies $\{x,y\}$ is linearly independent.","2014"
"2016","Either show that $col A=R^3$, or find a vecotr in $R^3$ that is NOT in col $A$.","2016"
"2013","Least Squares Approximation","2013"
"2015","If $XYZ=ZXY$ does $e^Xe^Ye^Z=e^Ze^Xe^Y$?","2015"
"2016","Sum of coefficients of a unit vector?","2016"
"2014","Linear independence in a complex vector space","2014"
"2013","How to solve a number which is raised to a large number?","2013"
"2013","Proof on Endomorphism","2012"
"2013","Question about algebraic multiplicity","2013"
"2013","How to find a subspace in $\mathbb{R}^3$","2013"
"2015","Eigenvalues of an orthogonal matrix over an arbitrary field","2015"
"2014","finding a basis for kernal and image when dealing with a matrix vectorspace","2014"
"2014","All vectors of the form $(a,b,c)$ where $ a+b+c = 0$ form a subspace in $R^3$ True or False?","2014"
"2014","small generalization of a linear algebra exercise","2014"
"2014","Does every linear map have this property? $\alpha(0)=0$","2014"
"2016","Deriving the projection matrix, that projects onto a vector in 2D","2016"
"2011","understanding a proof in linear algebra","2011"
"2012","Linearity of the function $f(x) = ax + b$","2012"
"2011","Why not use the identity matrix instead of the Kronecker delta?","2011"
"2015","Proof for $(U+W)^\perp=U^\perp \cap W^\perp$ if $U$ and $W$ are both subspaces.","2015"
"2014","Show the transformation matrix in relation to the canonical basis of the respective spaces.","2014"
"2014","$A$ = ($a_{ij}$) with $a_{12}$ = $1$; $a_{ij}$ = $0$ for all $(i,j)$ not eqal to $(1, 2)$","2014"
"2014","Rank constrained linear combination of matrices","2014"
"2015","sufficient and necessary conditions for matrix to be diagonalize or triangular","2015"
"2015","When and why can functions ""take on"" the role of vectors in defining vector spaces?","2014"
"2014","Find the smallest disk in complex plane containing the eigenvalues of a matrix (NBHM 2012)","2014"
"2014","Task interpretation for Hoffman Kunze Linear Algebra exercise 1 (b) sec. 3.6","2013"
"2012","Least Squares Construction","2012"
"2013","Proper way to ""discuss a system""","2013"
"2014","If the rank$ (T)=1$ and Im $(T) \cap$ Ker$(T)$ is zero, show $T$ is diagnolizable.","2014"
"2014","Connection between proof and algebraic factor theorem","2014"
"2016","When is the linear function $\det(A)X-\operatorname{tr}(X)A$ diagonalizable?","2016"
"2016","Problem involving Real Matrices","2016"
"2016","Orthogonal, symmetric and positive definite matrices!","2016"
"2014","Finding The Linear Transformation","2014"
"2011","Finding all vectors of $\vec{y}$ such that $\operatorname{span} \left \{ \vec{v_1}, \vec{v_2}, \vec{y} \right \} = \mathbb{R^3}$","2011"
"2016","commuting matrices & polynomials 1","2011"
"2013","commutativity of non-scalar matrices","2011"
"2015","solutions to $X^T X +BX= C$","2015"
"2015","Linear Algebra, how to correctly conclude if a simple system has a unique solution?","2015"
"2012","find the values of a and b for which the following system is consistent","2012"
"2012","What is the difference between diagonalization and orthogonal diagonalization?","2012"
"2016","Let $U = {\{p \in P_4(F) : p(2) =p (5) }\}$ . Find a basis for U.","2016"
"2016","Proving $\dim(R(A)\cap R(B)) \ge \dim(R(AB))$","2016"
"2015","How to take the gradient of the quadratic form?","2012"
"2015","Proving a kernel matrix is positive semidefinite","2015"
"2015","Geometric description of linear equation","2015"
"2016","$T/ (\text{null } T)$ is injective iff $\text{null } T \cap \text{Range } T=\{0\}$","2016"
"2014","Finding the eigenvalues and eigenvectors of $4\times 4$ matrix","2014"
"2016","Relation between Jordan canonical form and minimal polynomial","2016"
"2016","Solving $\| \mathrm a x + \mathrm b \| = y$ for $x$","2016"
"2012","Linear Algebra Question (SVD and Condition Number)","2012"
"2015","A boat is traveling at 30 knots/hour at 30 degrees E of N. Find the components of the velocity vector","2015"
"2016","How do I prove that this is orthogonal?","2016"
"2014","Find the Slopes and Y-intercepts.","2014"
"2015","Find a vector with a particular linear transformation given the matrix of the linear transformation","2015"
"2015","Transform complex vector/matrix into a real vector/matrix?","2015"
"2013","Approximating commuting matrices by commuting diagonalizable matrices","2012"
"2013","Would someone mind helping me understand the following result about a subspace?","2013"
"2016","Prove that operator L on $M_n(\mathbb F)$ is diagonalizable","2016"
"2013","Solve this linear system over the field $\mathbb F_7: 2x + 5y = 1, 3x + 4y = 6$","2013"
"2014","For $W \leqslant V$, prove $\dim W + \dim W^\perp = \dim V$","2014"
"2014","Suppose p(t)=r(t)s(t) where r(t) is a polynomial with coefficients in the complex numbers. Show r(t) belong to the field of polynomial over R.","2014"
"2016","Dimension of vector space of real numbers over rational number field","2015"
"2014","Trace is real for special unitary group","2014"
"2014","Finding basis of $R(T)$","2014"
"2014","Solve the following equation system using Gaussian Elimination.","2014"
"2013","Linear Algebra - Subspaces","2013"
"2016","Vector Space of Linear Transformations","2013"
"2013","Does this $3\times 3$ matrix exist?","2013"
"2015","Proper way to determine kernel and show results","2015"
"2016","Particular solution help for a 2nd order linear non-homogeneous differential equation","2016"
"2015","If a lower triangular matrix is nonsingular, then its inverse is also lower triangular","2015"
"2016","prove that projection is independent of basis","2016"
"2016","Calculate value on an axis","2016"
"2016","Inverse vs Invertible","2016"
"2016","What is the cost (flops) of calculating the inverse of a diagonal matrix?","2016"
"2014","study of subspace generated by $f_k(x)=f(x+k)$ with f continuous, bounded..","2014"
"2014","Can this whiskey be a result of combining whiskey A, B, and C in any ratio?","2014"
"2015","Prove that exist a base for a invariant subspace $U$","2015"
"2014","Suppose injective function, show there exists a linear map.","2014"
"2014","Adding a positive semidefinite matrix to a square matrix","2014"
"2014","Show that if $T$ is injective or surjective, then $T$ is an isomorphism","2014"
"2015","Proving that a product of matrices cannot be expressed as a product of only 2 matrices","2015"
"2013","Suppose that $U$ is a subspace of $V$. What is $U+U$?","2013"
"2011","Divide by a vector?","2011"
"2011","Finding the relation between row sums of a regular matrix","2011"
"2016","Canonical isomorphism of a vectorspace and its dual","2016"
"2014","Finding $\alpha$ and $\beta$ for the given matrix equation.","2014"
"2013","Finding for every parameter $\lambda$ if matrix is diagonalizable","2013"
"2015","Can Rn -> Rn transformation be one to one but not onto? And vice versa","2015"
"2014","If a linear transformation $T$ is nilpotent, show that $\alpha_0+\alpha_1T+......+\alpha_kT^k$ is invertible","2014"
"2013","Proving that matrix $A$ is a scalar matrix if $C^{-1} A C$ is diagonal","2013"
"2014","Show that T is nilpotent if and only if all of $tr(T^n)$, where n is a positive integer are zero.","2014"
"2011","How to go about solving this system of equations","2011"
"2014","Number Of Solutions Of Homogeneous And Non-Homogeneous System","2014"
"2015","Finding the basis of a vector space: question about methodology","2015"
"2014","$T$ has an orthonormal eigenbasis when $T$ is the orthogonal projection onto a subspace of $\mathbb{R}^n$","2014"
"2012","Spectrum of a Block Matrix","2012"
"2016","Cartesian Plane Travelling.","2016"
"2014","I don't understand this concept about solution space and basis?","2014"
"2016","Resources for Linear Algebra and Subspaces","2016"
"2013","If A is both orthogonal and a orthogonal projector. What can you then conlcude about A?","2013"
"2016","Proving if L, M, N are subspaces of V, then $L \cap M + L \cap N \subseteq L \cap (M+N) $","2016"
"2016","changing coefficient to obtain a nonsingular matrix","2016"
"2015","Show that the vectors (1,a,a^2), (1,b,b^2), and (1,c,c^2) are linearly independent if a, b, and c can not equal each other.","2015"
"2014","Is $Q^{-1} - E(E^TQE)^{-1}E^T$ always positive definite?","2014"
"2016","Show that if A is self-adjoint and $A^{2}x=0$, show that $Ax=0$.","2016"
"2015","Information from a characteristic polynomial","2015"
"2015","If $W = \operatorname{Span}(1, 1, 3)$ then $\operatorname{proj}_w$ $\perp (9, -6, 10)$ is:","2015"
"2014","A lower bound on the second largest eigenvalue of a $4\times 4$ matrix.","2014"
"2015","Given a matrix, is there always another matrix which commutes with it?","2011"
"2011","Sum and intersections of vector subspaces $U_1+U_2=(U_1 \cap U_2) \oplus W$","2011"
"2016","Images of Basis and the Representative Matrix","2012"
"2016","Thinking about $ax + by = ab$","2016"
"2016","Find the Matrix M of the linear Transformation T: R...","2016"
"2016","Proof that Every Positive Operator on V has a Unique Positive Square Root","2014"
"2014","Null space of matrix product","2014"
"2013","Left multiplication by invertible matrix.","2013"
"2015","How to calculate this determinant of matrix raised to high power?","2014"
"2014","Eigendecomposition Parameterization of Real Matrix","2014"
"2015","Will any set containing n distinct vector in a n dimensional distinct vectors space be a spanning set?","2015"
"2012","Why the spectral theorem is named ""spectral theorem""?","2012"
"2012","Find a unitary matrix $P$ such that $P^*AP$ is diagonal","2012"
"2013","Unitary operator on $\mathbb{R}^2$","2013"
"2016","Is $A$ positive definite iff $\dfrac{A + A^H}{2}$ positive definite?","2016"
"2015","Show that $\|A\|_\infty \leq \sqrt{n}\|A\|_2$.","2015"
"2016","Bilinear form on real vector space, show that $V$ is the direct sum of the $b$-annihilator and its orthogonal complement","2016"
"2014","Proof Regarding Diagonalizability, Eigenspace and Multiplicity","2014"
"2016","Vector space of upper triangular matrices","2016"
"2015","Proof If $\langle S(v),v\rangle=0$ and S=S* so S=0","2015"
"2013","Simplifying an expression with vectors in $\mathbb{R}^3$","2013"
"2013","Wronskian of $y, y_1,\dots, y_n$","2013"
"2013","Show that $(AB)^+ = B^+(ABB^+)^+$ when $|A| \neq 0$.","2013"
"2013","$\|P\|_2 = 1$ implies $P^* = P$","2013"
"2014","Prove that if $T$ is self adjoint and $ T^k(v) = 0$ for some positive $k$, then $T(v) =0$.","2014"
"2014","Question about a definition","2014"
"2016","Show that this matrix is unitary and compute its eigenvalues. Unitarily diagonalize this matrix","2016"
"2014","How can I use an n-dimension all-ones square matrix J to represent its power.","2014"
"2013","How Prove that $B$ is nilpotent.","2013"
"2016","Complex non diagonizble orthogonal Matrices","2016"
"2012","Decomposition a matrix with rank 0 or 1","2012"
"2012","$R$-module on $V$ proof","2012"
"2012","Eigenspaces of Symmetric Matrices","2012"
"2016","If the sum $A_1 + A_2 + · · · + A_n$ is equal to the negative of the identity operator on $V$ , show that $dim_{\mathbb{R}} V$ is even.","2016"
"2016","Does $\mathbb{R}^\mathbb{R}$ have a basis?","2011"
"2014","Existence of a non-singular $n-2$ principle minor","2014"
"2015","Find the volume of the region in space defined by $|x+y+z|+|x+y-z|\le 8$ where $x,y,z\ge 0$.","2015"
"2016","Eigenvectors of orthogonal transformations","2016"
"2015","Linear Transformations","2015"
"2015","the determinant function is an open function?","2015"
"2015","Prove that right-angled parallelepiped $ABCDA_1B_1C_1D_1$ is a cube given the following.","2015"
"2013","Definition of inverse matrix and matrix of minors","2013"
"2011","basis of vectors","2011"
"2016","A statement on the quadratic form","2016"
"2013","How do you compute $\det(A^3)$ and $\det(2B)$ with $3 \times 3$ invertible matrices?","2013"
"2015","$A^3$ When $A$ Is Skew-Symmetric","2015"
"2015","Inner Product and Orthonormal Basis","2015"
"2015","Is the map $T: \mathbb{R}^n \to \{\vec 0 \}$ a linear map?","2015"
"2015","Showing two vectors form an orthogonal basis","2015"
"2016","Is null matrix skew-symmetric","2015"
"2014","Property of $\ker F$ and $\operatorname{im} F$ where $F$ is an Endomoprhism","2014"
